2,1,16,4203.6,4210,4203,132.15,0.07606731957781676
2,1,15,4198.1,4205.1,4193.3,318.21,0.13084023218193863
2,1,14,4201.94,4224.6,4194.7,850.92,-0.09146995069195896
2,1,13,4193.1,4201.94,4189,311.89,0.21037901540714188
2,1,12,4187.2,4193.1,4183.8,299.14,0.14070735255540967
2,1,11,4187.4,4187.4,4172,236.53,-0.004776461597245429
2,1,10,4191.21,4192,4187,99.86,-0.09098724745666686
2,1,9,4191.01,4200.1,4179.9,382.72,0.004771891649426152
2,1,8,4195.99,4196,4181.9,137.74,-0.11882577230785785
2,1,7,4203.4,4207.5,4172.03,696.21,-0.17659717968822974
2,1,6,4195.9,4203.5,4195.3,157.78,0.17842698767664444
2,1,5,4198.97,4199,4193.5,143.75,-0.07316666269454686
2,1,4,4198.8,4203.2,4194.6,112.43,0.004048611921490419
2,1,3,4192,4205,4190.1,390.06,0.16195103362865382
2,1,2,4189.7,4197,4189.3,148.06,0.05486641221375521
2,1,1,4183.3,4198.9,4183.2,390.71,0.152755567224375
2,1,0,4167.5,4187.8,4124,984.12,0.3776922525279218
1,31,23,4167.5,4167.6,4166.1,35.63,0.0
1,31,22,4165.15,4167.5,4161.32,70.15,0.05638872225556213
1,31,21,4170.79,4170.79,4162.2,145.23,-0.13540928898119375
1,31,20,4172.2,4172.2,4170.4,23.77,-0.03380654504300651
1,31,19,4167.3,4174.4,4167.2,163.89,0.11744403432241768
1,31,18,4165.7,4168.9,4164.2,85.35,0.038394164087065974
1,31,17,4167.9,4168.9,4164,50.41,-0.052812252442564045
1,31,16,4163.4,4168.9,4162,88.87,0.10796804145972771
1,31,15,4168.7,4174.9,4162.8,166.44,-0.1272998030456023
1,31,14,4169.7,4169.7,4168.6,49.12,-0.023988293712662312
1,31,13,4163.9,4171.6,4163.7,84.81,0.13909873612011836
1,31,12,4179.03,4179.03,4163.9,77.05,-0.3633612718845427
1,31,11,4169.5,4179.9,4169.5,187.99,0.22804334977254825
1,31,10,4159.7,4171.9,4159.7,134.54,0.2350401726825737
1,31,9,4157.35,4161,4157.3,82.62,0.056494458734988484
1,31,8,4153.9,4157.4,4153.8,42.31,0.08298555570256383
1,31,7,4158,4158,4152.8,56.6,-0.09870242422785225
1,31,6,4158.1,4158.1,4156.3,48.04,-0.002405002404998413
1,31,5,4159.49,4159.5,4158,47.84,-0.0334287294677722
1,31,4,4158.1,4161.4,4158.03,64.7,0.033417558402575764
1,31,3,4158.1,4158.1,4157.7,97.45,0.0
1,31,2,4161.6,4163,4158,28.83,-0.0841730598109649
1,31,1,4165.8,4165.8,4161.4,42.48,-0.10092272202999197
1,31,0,4165.1,4182.9,4165.1,394.32,0.016803495126978873
7,30,23,4158.8,4165.1,4158.7,101.23,0.15125687258409926
7,30,22,4160,4160,4158,39.61,-0.02885447725304857
